record_id,source_split,transaction_type,merchant,amount,currency,transaction_date,bank,baseline_category_seed,target_category,notes,sms_text
sms_seed_v1-train-0148,train,debit,Costco,7173.54,INR,2023-03-10,ICICI,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **2041 spent Rs. 7173.54 on 2023-03-10 at Costco. Balance: Rs. 50338.4.
sms_seed_v1-train-0149,train,debit,Best Buy,43461.27,USD,2024-04-05,Bank of America,Other,Other,Defaulted to Other because the label was not certain.,$43461.27 spent at Best Buy on 2024-04-05. Card ending in 6050. Balance: $31301.69.
sms_seed_v1-train-0152,train,debit,MakeMyTrip,42179.41,INR,12-06-2023,Kotak,Other,Transport,Suggested from travel-ticket merchant or message text; collapsed to Transport because Travel is not in the shipped taxonomy.,Your A/c **5780 spent Rs. 42179.41 on 12-06-2023 at MakeMyTrip. Balance: Rs. 53422.06.
sms_seed_v1-train-0153,train,debit,Target,8294.07,EUR,07/02/2023,ICICI,Other,Other,Defaulted to Other because the label was not certain.,Transaction: €8294.07 to Target on 07/02/2023 via Credit Card.
sms_seed_v1-train-0154,train,debit,Myntra,49397.96,INR,18/04/2023,HDFC,Other,Other,Defaulted to Other because the label was not certain.,debited of Rs. 49397.96 made at Myntra on 18/04/2023. Card ending 7170. Avl Bal: Rs. 4695.6.
sms_seed_v1-train-0156,train,debit,Nykaa,43235.91,INR,11-08-2023,SBI,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **9389 withdrawn Rs. 43235.91 on 11-08-2023 at Nykaa. Balance: Rs. 89065.86.
sms_seed_v1-train-0157,train,debit,AJIO,15987.36,USD,27/08/2023,Kotak,Utilities,Other,Defaulted to Other because the label was not certain.,spent: $15987.36 at AJIO on 27/08/2023 with card ...8741.
sms_seed_v1-train-0159,train,debit,Google Pay,31376.65,JPY,15-08-2023,HDFC,Other,Other,Defaulted to Other because the label was not certain.,¥31376.65 withdrawn at Google Pay on 15-08-2023. Balance: ¥79408.3.
sms_seed_v1-train-0160,train,debit,PhonePe,48987.72,USD,2023-09-16,HDFC,Other,Other,Defaulted to Other because the label was not certain.,$48987.72 debited at PhonePe on 2023-09-16. Card ending in 4967. Balance: $3500.55.
sms_seed_v1-train-0162,train,debit,AJIO,31296.0,USD,26/08/2024,Chase,Utilities,Other,Defaulted to Other because the label was not certain.,$31296.0 debited at AJIO on 26/08/2024. Card ending in 7935. Balance: $35816.14.
sms_seed_v1-train-0163,train,debit,Whole Foods,44976.75,INR,11-09-2023,Revolut,Food,Other,Defaulted to Other because the label was not certain.,INR 44976.75 withdrawn via UPI to Whole Foods on 11-09-2023. Ref: 205127810881.
sms_seed_v1-train-0164,train,debit,Costco,24788.98,USD,02-09-2023,Axis,Other,Other,Defaulted to Other because the label was not certain.,debited: $24788.98 at Costco on 02-09-2023 with card ...2175.
sms_seed_v1-train-0165,train,debit,Swiggy,25360.43,INR,06-05-2024,HDFC,Food,Food,Suggested from food-related merchant or message text.,spent of Rs. 25360.43 made at Swiggy on 06-05-2024. Card ending 9124. Avl Bal: Rs. 86228.78.
sms_seed_v1-train-0166,train,debit,Starbucks,31116.14,USD,26-06-2023,SBI,Other,Food,Suggested from food-related merchant or message text.,$31116.14 withdrawn at Starbucks on 26-06-2023. Card ending in 1990. Balance: $11107.37.
sms_seed_v1-train-0167,train,debit,Paytm,10833.81,JPY,2023-12-01,Kotak,Other,Other,Defaulted to Other because the label was not certain.,¥10833.81 withdrawn at Paytm on 2023-12-01. Balance: ¥3573.45.
sms_seed_v1-train-0168,train,debit,Domino's,48572.9,EUR,10-03-2023,Kotak,Other,Food,Suggested from food-related merchant or message text.,€48572.9 withdrawn at Domino's on 10-03-2023. Card: ****1670. Balance: €31546.75.
sms_seed_v1-train-0169,train,debit,BigBasket,6882.57,INR,25-06-2023,HDFC,Groceries,Groceries,Suggested from grocery-related merchant or message text.,Your A/c **5193 withdrawn Rs. 6882.57 on 25-06-2023 at BigBasket. Balance: Rs. 38090.58.
sms_seed_v1-train-0171,train,debit,Whole Foods,33666.08,INR,28-12-2024,Chase,Food,Other,Defaulted to Other because the label was not certain.,Your A/c **4226 spent Rs. 33666.08 on 28-12-2024 at Whole Foods. Balance: Rs. 83080.31.
sms_seed_v1-train-0172,train,debit,Domino's,38699.53,INR,28-04-2023,Axis,Other,Food,Suggested from food-related merchant or message text.,spent of Rs. 38699.53 made at Domino's on 28-04-2023. Card ending 1847. Avl Bal: Rs. 59445.04.
sms_seed_v1-train-0173,train,debit,Zomato,49996.43,INR,2023-10-07,Revolut,Food,Food,Suggested from food-related merchant or message text.,debited of Rs. 49996.43 made at Zomato on 2023-10-07. Card ending 7645. Avl Bal: Rs. 16612.45.
sms_seed_v1-train-0174,train,debit,PhonePe,25143.31,JPY,23-01-2023,Revolut,Other,Other,Defaulted to Other because the label was not certain.,¥25143.31 spent at PhonePe on 23-01-2023. Balance: ¥42388.21.
sms_seed_v1-train-0175,train,debit,McDonald's,30830.13,INR,2023-04-08,ICICI,Other,Food,Suggested from food-related merchant or message text.,Rs. 30830.13 spent from A/c **9409 on 2023-04-08 at McDonald's. Avl Bal: Rs. 75416.09.
sms_seed_v1-train-0177,train,debit,Costco,27089.58,INR,2024-07-08,Axis,Other,Other,Defaulted to Other because the label was not certain.,INR 27089.58 withdrawn via UPI to Costco on 2024-07-08. Ref: 752623121386.
sms_seed_v1-train-0178,train,debit,PhonePe,28935.66,INR,12-06-2024,Kotak,Other,Other,Defaulted to Other because the label was not certain.,Rs. 28935.66 spent from A/c **4574 on 12-06-2024 at PhonePe. Avl Bal: Rs. 57267.09.
sms_seed_v1-train-0180,train,debit,Flipkart,26854.55,INR,16/02/2023,Kotak,Other,Other,Defaulted to Other because the label was not certain.,INR 26854.55 spent via UPI to Flipkart on 16/02/2023. Ref: 447493360917.
sms_seed_v1-train-0181,train,debit,MakeMyTrip,45576.68,INR,05/10/2023,Revolut,Other,Transport,Suggested from travel-ticket merchant or message text; collapsed to Transport because Travel is not in the shipped taxonomy.,Your A/c **5868 debited Rs. 45576.68 on 05/10/2023 at MakeMyTrip. Balance: Rs. 21587.83.
sms_seed_v1-train-0182,train,debit,Exxon,17179.24,USD,06/12/2023,Bank of America,Health,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,You made a $17179.24 transaction at Exxon on 06/12/2023. Available: $81012.72.
sms_seed_v1-train-0183,train,debit,McDonald's,25968.33,EUR,2024-12-05,Revolut,Other,Food,Suggested from food-related merchant or message text.,Transaction: €25968.33 to McDonald's on 2024-12-05 via Debit Card.
sms_seed_v1-train-0185,train,debit,Netflix,36518.18,USD,23/02/2024,Bank of America,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,$36518.18 withdrawn at Netflix on 23/02/2024. Card ending in 8651. Balance: $83288.27.
sms_seed_v1-train-0187,train,debit,Walmart,14286.23,JPY,06/02/2023,Chase,Other,Other,Defaulted to Other because the label was not certain.,¥14286.23 withdrawn at Walmart on 06/02/2023. Balance: ¥38537.42.
sms_seed_v1-train-0188,train,debit,Paytm,17599.59,INR,02-01-2024,SBI,Other,Other,Defaulted to Other because the label was not certain.,withdrawn of Rs. 17599.59 made at Paytm on 02-01-2024. Card ending 7300. Avl Bal: Rs. 84411.11.
sms_seed_v1-train-0189,train,debit,MakeMyTrip,41572.18,JPY,21/07/2023,Axis,Other,Transport,Suggested from travel-ticket merchant or message text; collapsed to Transport because Travel is not in the shipped taxonomy.,¥41572.18 debited at MakeMyTrip on 21/07/2023. Balance: ¥9026.98.
sms_seed_v1-train-0190,train,debit,Ola,31819.8,INR,2023-01-12,Kotak,Transport,Transport,Suggested from transport-related merchant or message text.,Your A/c **5275 debited Rs. 31819.8 on 2023-01-12 at Ola. Balance: Rs. 62462.59.
sms_seed_v1-train-0191,train,debit,Grofers,4340.94,EUR,02-06-2023,Revolut,Other,Groceries,Suggested from grocery-related merchant or message text.,€4340.94 withdrawn at Grofers on 02-06-2023. Card: ****4371. Balance: €12689.64.
sms_seed_v1-train-0194,train,debit,BigBasket,22242.38,INR,28/12/2023,ICICI,Groceries,Groceries,Suggested from grocery-related merchant or message text.,Your A/c **2145 withdrawn Rs. 22242.38 on 28/12/2023 at BigBasket. Balance: Rs. 23273.69.
sms_seed_v1-train-0196,train,debit,Costco,22380.93,INR,09-02-2024,HDFC,Other,Other,Defaulted to Other because the label was not certain.,Rs. 22380.93 withdrawn from A/c **8068 on 09-02-2024 at Costco. Avl Bal: Rs. 96935.27.
sms_seed_v1-train-0197,train,debit,BigBasket,22072.0,INR,2023-11-11,ICICI,Groceries,Groceries,Suggested from grocery-related merchant or message text.,INR 22072.0 debited via Debit Card to BigBasket on 2023-11-11. Ref: 109316641222.
sms_seed_v1-train-0198,train,debit,Uber,25.0,EUR,15-02-2024,Revolut,Transport,Transport,Suggested from transport-related merchant or message text.,€25.00 paid to UBER on 15-02-2024
sms_seed_v1-train-0199,train,debit,Paytm,42569.12,INR,14/01/2024,Kotak,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **4802 withdrawn Rs. 42569.12 on 14/01/2024 at Paytm. Balance: Rs. 74534.45.
sms_seed_v1-train-0200,train,debit,PhonePe,2663.01,INR,02/02/2023,HDFC,Other,Other,Defaulted to Other because the label was not certain.,INR 2663.01 debited via Debit Card to PhonePe on 02/02/2023. Ref: 487979684129.
sms_seed_v1-train-0201,train,debit,PhonePe,17599.01,USD,04-07-2023,Revolut,Health,Other,Defaulted to Other because the label was not certain.,You made a $17599.01 transaction at PhonePe on 04-07-2023. Available: $64019.41.
sms_seed_v1-train-0202,train,debit,Uber,49667.61,INR,09-08-2023,ICICI,Transport,Transport,Suggested from transport-related merchant or message text.,INR 49667.61 debited via Debit Card to Uber on 09-08-2023. Ref: 833338749494.
sms_seed_v1-train-0203,train,debit,Zomato,21831.26,USD,05-10-2024,HDFC,Food,Food,Suggested from food-related merchant or message text.,debited: $21831.26 at Zomato on 05-10-2024 with card ...6454.
sms_seed_v1-train-0204,train,debit,McDonald's,26195.72,EUR,2023-08-18,Revolut,Other,Food,Suggested from food-related merchant or message text.,Transaction: €26195.72 to McDonald's on 2023-08-18 via Debit Card.
sms_seed_v1-train-0205,train,debit,Exxon,33895.13,USD,2024-06-14,Revolut,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,withdrawn: $33895.13 at Exxon on 2024-06-14 with card ...2847.
sms_seed_v1-train-0206,train,debit,Nykaa,32397.85,USD,2023-09-06,ICICI,Other,Other,Defaulted to Other because the label was not certain.,$32397.85 spent at Nykaa on 2023-09-06. Card ending in 6135. Balance: $11614.7.
sms_seed_v1-train-0207,train,debit,Costco,16650.51,JPY,2023-12-08,Bank of America,Other,Other,Defaulted to Other because the label was not certain.,¥16650.51 debited at Costco on 2023-12-08. Balance: ¥88841.77.
sms_seed_v1-train-0208,train,debit,Target,23775.67,EUR,24-10-2024,Kotak,Other,Other,Defaulted to Other because the label was not certain.,€23775.67 debited at Target on 24-10-2024. Card: ****6931. Balance: €49004.99.
sms_seed_v1-train-0212,train,debit,Amazon,44737.03,JPY,03/09/2024,Bank of America,Other,Other,Defaulted to Other because the label was not certain.,¥44737.03 debited at Amazon on 03/09/2024. Balance: ¥14879.93.
sms_seed_v1-train-0214,train,debit,Domino's,32790.33,USD,2024-05-21,Bank of America,Other,Food,Suggested from food-related merchant or message text.,debited: $32790.33 at Domino's on 2024-05-21 with card ...4581.
sms_seed_v1-train-0215,train,debit,Exxon,46132.79,INR,2024-02-26,HDFC,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,Rs. 46132.79 spent from A/c **8358 on 2024-02-26 at Exxon. Avl Bal: Rs. 1762.84.
sms_seed_v1-train-0216,train,debit,Walmart,33466.75,INR,2024-12-18,HDFC,Other,Other,Defaulted to Other because the label was not certain.,debited of Rs. 33466.75 made at Walmart on 2024-12-18. Card ending 5910. Avl Bal: Rs. 22535.83.
sms_seed_v1-train-0218,train,debit,Best Buy,17962.09,EUR,12-11-2024,HDFC,Other,Other,Defaulted to Other because the label was not certain.,Transaction: €17962.09 to Best Buy on 12-11-2024 via Credit Card.
sms_seed_v1-train-0220,train,debit,MakeMyTrip,29715.95,JPY,12-03-2023,Revolut,Other,Transport,Suggested from travel-ticket merchant or message text; collapsed to Transport because Travel is not in the shipped taxonomy.,¥29715.95 spent at MakeMyTrip on 12-03-2023. Balance: ¥88168.25.
sms_seed_v1-train-0222,train,debit,KFC,31613.44,USD,2024-06-20,ICICI,Other,Food,Suggested from food-related merchant or message text.,$31613.44 withdrawn at KFC on 2024-06-20. Card ending in 6751. Balance: $15830.42.
sms_seed_v1-train-0223,train,debit,Best Buy,16719.49,INR,2023-09-04,ICICI,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **1979 debited Rs. 16719.49 on 2023-09-04 at Best Buy. Balance: Rs. 61360.29.
sms_seed_v1-train-0224,train,debit,Chevron,7192.58,EUR,2023-03-24,ICICI,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,€7192.58 debited at Chevron on 2023-03-24. Card: ****9724. Balance: €10004.99.
sms_seed_v1-train-0225,train,debit,Zomato,5129.69,INR,25/06/2024,Kotak,Food,Food,Suggested from food-related merchant or message text.,Rs. 5129.69 spent from A/c **2958 on 25/06/2024 at Zomato. Avl Bal: Rs. 78566.6.
sms_seed_v1-train-0226,train,debit,Pizza Hut,7404.0,USD,24-07-2023,ICICI,Food,Food,Suggested from food-related merchant or message text.,$7404.0 withdrawn at Pizza Hut on 24-07-2023. Card ending in 3726. Balance: $30654.53.
sms_seed_v1-train-0227,train,debit,Netflix,26623.61,INR,2024-07-14,Chase,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,debited of Rs. 26623.61 made at Netflix on 2024-07-14. Card ending 3837. Avl Bal: Rs. 14215.96.
sms_seed_v1-train-0228,train,debit,Uber,18864.94,JPY,24/03/2023,Axis,Transport,Transport,Suggested from transport-related merchant or message text.,¥18864.94 spent at Uber on 24/03/2023. Balance: ¥91980.48.
sms_seed_v1-train-0229,train,debit,Grofers,24169.54,USD,2024-04-23,HDFC,Other,Groceries,Suggested from grocery-related merchant or message text.,$24169.54 withdrawn at Grofers on 2024-04-23. Card ending in 1936. Balance: $9126.62.
sms_seed_v1-train-0230,train,debit,AJIO,21281.56,INR,06-11-2023,Bank of America,Utilities,Other,Defaulted to Other because the label was not certain.,Rs. 21281.56 withdrawn from A/c **3723 on 06-11-2023 at AJIO. Avl Bal: Rs. 81588.77.
sms_seed_v1-train-0232,train,debit,Walmart,13388.98,JPY,02-06-2024,Kotak,Other,Other,Defaulted to Other because the label was not certain.,¥13388.98 debited at Walmart on 02-06-2024. Balance: ¥2682.18.
sms_seed_v1-train-0233,train,debit,BigBasket,23759.36,JPY,23/12/2024,ICICI,Groceries,Groceries,Suggested from grocery-related merchant or message text.,ご利用¥23759.36 at BigBasket on 23/12/2024. Available: ¥99615.08.
sms_seed_v1-train-0234,train,debit,Target,14603.41,USD,01-07-2023,Chase,Other,Other,Defaulted to Other because the label was not certain.,withdrawn: $14603.41 at Target on 01-07-2023 with card ...1992.
sms_seed_v1-train-0237,train,debit,Domino's,15973.64,INR,26/12/2024,Kotak,Other,Food,Suggested from food-related merchant or message text.,Rs. 15973.64 spent from A/c **5244 on 26/12/2024 at Domino's. Avl Bal: Rs. 82923.43.
sms_seed_v1-train-0238,train,debit,Whole Foods,21503.49,USD,15/06/2023,HDFC,Food,Other,Defaulted to Other because the label was not certain.,You made a $21503.49 transaction at Whole Foods on 15/06/2023. Available: $44541.73.
sms_seed_v1-train-0240,train,debit,McDonald's,16044.31,INR,17-01-2024,Kotak,Other,Food,Suggested from food-related merchant or message text.,Your A/c **3506 spent Rs. 16044.31 on 17-01-2024 at McDonald's. Balance: Rs. 84776.03.
sms_seed_v1-train-0241,train,debit,Starbucks,12243.44,USD,16-07-2023,Chase,Other,Food,Suggested from food-related merchant or message text.,$12243.44 debited at Starbucks on 16-07-2023. Card ending in 4224. Balance: $7846.68.
sms_seed_v1-train-0242,train,debit,Paytm,22912.34,JPY,07-03-2024,Bank of America,Other,Other,Defaulted to Other because the label was not certain.,¥22912.34 spent at Paytm on 07-03-2024. Balance: ¥43185.33.
sms_seed_v1-train-0243,train,debit,Netflix,1850.64,INR,09-04-2024,SBI,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,Rs. 1850.64 withdrawn from A/c **4548 on 09-04-2024 at Netflix. Avl Bal: Rs. 60176.92.
sms_seed_v1-train-0244,train,debit,Costco,15135.37,INR,26/04/2024,Kotak,Other,Other,Defaulted to Other because the label was not certain.,withdrawn of Rs. 15135.37 made at Costco on 26/04/2024. Card ending 4797. Avl Bal: Rs. 79538.08.
sms_seed_v1-train-0245,train,debit,Nykaa,38706.34,INR,27-02-2024,SBI,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **9822 withdrawn Rs. 38706.34 on 27-02-2024 at Nykaa. Balance: Rs. 33845.72.
sms_seed_v1-train-0248,train,debit,KFC,44075.26,INR,07/04/2024,Chase,Other,Food,Suggested from food-related merchant or message text.,Rs. 44075.26 withdrawn from A/c **4056 on 07/04/2024 at KFC. Avl Bal: Rs. 83957.14.
sms_seed_v1-train-0250,train,debit,Whole Foods,601.7,INR,28-04-2023,ICICI,Food,Other,Defaulted to Other because the label was not certain.,Rs. 601.7 withdrawn from A/c **2401 on 28-04-2023 at Whole Foods. Avl Bal: Rs. 25135.72.
sms_seed_v1-train-0251,train,debit,Netflix,19830.82,INR,09-08-2023,Kotak,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,debited of Rs. 19830.82 made at Netflix on 09-08-2023. Card ending 7369. Avl Bal: Rs. 25815.39.
sms_seed_v1-train-0252,train,debit,Myntra,15715.04,JPY,15-04-2023,Chase,Health,Other,Defaulted to Other because the label was not certain.,ご利用¥15715.04 at Myntra on 15-04-2023. Available: ¥57221.59.
sms_seed_v1-train-0253,train,debit,PhonePe,25276.85,USD,2024-05-11,HDFC,Other,Other,Defaulted to Other because the label was not certain.,$25276.85 withdrawn at PhonePe on 2024-05-11. Card ending in 6600. Balance: $99134.96.
sms_seed_v1-train-0255,train,debit,KFC,2530.06,EUR,11/05/2024,ICICI,Other,Food,Suggested from food-related merchant or message text.,€2530.06 withdrawn at KFC on 11/05/2024. Card: ****8249. Balance: €61839.68.
sms_seed_v1-train-0256,train,debit,KFC,40897.26,USD,11-10-2024,ICICI,Other,Food,Suggested from food-related merchant or message text.,$40897.26 spent at KFC on 11-10-2024. Card ending in 1542. Balance: $47421.91.
sms_seed_v1-train-0257,train,debit,Paytm,8726.84,USD,2023-05-20,Revolut,Health,Other,Defaulted to Other because the label was not certain.,You made a $8726.84 transaction at Paytm on 2023-05-20. Available: $28366.4.
sms_seed_v1-train-0258,train,debit,Target,24219.04,USD,24/04/2024,Chase,Other,Other,Defaulted to Other because the label was not certain.,debited: $24219.04 at Target on 24/04/2024 with card ...6004.
sms_seed_v1-train-0259,train,debit,Domino's,48695.27,EUR,2023-01-08,Axis,Other,Food,Suggested from food-related merchant or message text.,€48695.27 debited at Domino's on 2023-01-08. Card: ****9036. Balance: €47002.67.
sms_seed_v1-train-0260,train,debit,Target,39343.87,JPY,2023-01-18,Revolut,Other,Other,Defaulted to Other because the label was not certain.,¥39343.87 debited at Target on 2023-01-18. Balance: ¥44525.85.
sms_seed_v1-train-0261,train,debit,Spotify,20613.85,USD,2024-05-12,ICICI,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,You made a $20613.85 transaction at Spotify on 2024-05-12. Available: $58085.75.
sms_seed_v1-train-0262,train,debit,Shell,1790.87,INR,2024-07-09,Revolut,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,withdrawn of Rs. 1790.87 made at Shell on 2024-07-09. Card ending 9272. Avl Bal: Rs. 76989.59.
sms_seed_v1-train-0263,train,debit,Grofers,24682.48,USD,2024-12-11,HDFC,Other,Groceries,Suggested from grocery-related merchant or message text.,$24682.48 spent at Grofers on 2024-12-11. Card ending in 1850. Balance: $41461.36.
sms_seed_v1-train-0264,train,debit,KFC,38927.04,INR,11-06-2023,Axis,Other,Food,Suggested from food-related merchant or message text.,Your A/c **9627 debited Rs. 38927.04 on 11-06-2023 at KFC. Balance: Rs. 64413.76.
sms_seed_v1-train-0265,train,debit,Flipkart,1762.73,INR,13-09-2024,Bank of America,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **5280 spent Rs. 1762.73 on 13-09-2024 at Flipkart. Balance: Rs. 67463.91.
sms_seed_v1-train-0267,train,debit,Costco,32269.36,USD,2024-02-01,HDFC,Other,Other,Defaulted to Other because the label was not certain.,$32269.36 withdrawn at Costco on 2024-02-01. Card ending in 6487. Balance: $70969.78.
sms_seed_v1-train-0268,train,debit,Flipkart,30583.69,JPY,02-10-2023,HDFC,Health,Other,Defaulted to Other because the label was not certain.,ご利用¥30583.69 at Flipkart on 02-10-2023. Available: ¥32540.5.
sms_seed_v1-train-0269,train,debit,Flipkart,23255.11,USD,2023-11-03,Axis,Other,Other,Defaulted to Other because the label was not certain.,withdrawn: $23255.11 at Flipkart on 2023-11-03 with card ...8931.
sms_seed_v1-train-0270,train,debit,Shell,29797.46,USD,08/09/2023,HDFC,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,spent: $29797.46 at Shell on 08/09/2023 with card ...4650.
sms_seed_v1-train-0271,train,debit,Starbucks,37646.85,EUR,2024-08-15,Kotak,Other,Food,Suggested from food-related merchant or message text.,Transaction: €37646.85 to Starbucks on 2024-08-15 via Net Banking.
sms_seed_v1-train-0272,train,debit,Uber,1141.67,JPY,04-07-2024,HDFC,Transport,Transport,Suggested from transport-related merchant or message text.,¥1141.67 spent at Uber on 04-07-2024. Balance: ¥31478.11.
sms_seed_v1-train-0274,train,debit,Chevron,29423.13,JPY,03/08/2024,HDFC,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,¥29423.13 spent at Chevron on 03/08/2024. Balance: ¥92851.08.
sms_seed_v1-train-0275,train,debit,Chevron,44223.54,INR,25/09/2024,Chase,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,spent of Rs. 44223.54 made at Chevron on 25/09/2024. Card ending 4315. Avl Bal: Rs. 75163.72.
sms_seed_v1-train-0276,train,debit,Best Buy,12875.78,INR,21/05/2023,Chase,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **6019 spent Rs. 12875.78 on 21/05/2023 at Best Buy. Balance: Rs. 40162.95.
sms_seed_v1-train-0278,train,debit,BP,33397.37,USD,16/06/2024,Chase,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,debited: $33397.37 at BP on 16/06/2024 with card ...4732.
sms_seed_v1-train-0279,train,debit,Whole Foods,14491.64,USD,21-01-2024,ICICI,Food,Other,Defaulted to Other because the label was not certain.,$14491.64 debited at Whole Foods on 21-01-2024. Card ending in 1289. Balance: $25120.32.
sms_seed_v1-train-0280,train,debit,Uber,2195.6,INR,01/05/2024,Kotak,Transport,Transport,Suggested from transport-related merchant or message text.,spent of Rs. 2195.6 made at Uber on 01/05/2024. Card ending 1434. Avl Bal: Rs. 73586.22.
sms_seed_v1-train-0282,train,debit,Whole Foods,18126.16,JPY,26-12-2024,Axis,Food,Other,Defaulted to Other because the label was not certain.,¥18126.16 withdrawn at Whole Foods on 26-12-2024. Balance: ¥39242.01.
sms_seed_v1-train-0283,train,debit,Uber,6953.53,USD,04/05/2023,Bank of America,Transport,Transport,Suggested from transport-related merchant or message text.,$6953.53 debited at Uber on 04/05/2023. Card ending in 2914. Balance: $14203.62.
sms_seed_v1-train-0284,train,debit,Zomato,4753.07,INR,12/11/2023,HDFC,Food,Food,Suggested from food-related merchant or message text.,Rs. 4753.07 withdrawn from A/c **5093 on 12/11/2023 at Zomato. Avl Bal: Rs. 2031.52.
sms_seed_v1-train-0286,train,debit,Target,31267.82,INR,15-11-2024,HDFC,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **6514 debited Rs. 31267.82 on 15-11-2024 at Target. Balance: Rs. 48777.8.
sms_seed_v1-train-0287,train,debit,Whole Foods,5728.25,USD,26/03/2024,SBI,Food,Other,Defaulted to Other because the label was not certain.,$5728.25 spent at Whole Foods on 26/03/2024. Card ending in 3076. Balance: $21666.63.
sms_seed_v1-train-0288,train,debit,PhonePe,38130.37,USD,14-04-2024,Bank of America,Other,Other,Defaulted to Other because the label was not certain.,debited: $38130.37 at PhonePe on 14-04-2024 with card ...7544.
sms_seed_v1-train-0290,train,debit,Target,1683.21,JPY,04-08-2023,SBI,Other,Other,Defaulted to Other because the label was not certain.,¥1683.21 debited at Target on 04-08-2023. Balance: ¥63019.09.
sms_seed_v1-train-0291,train,debit,Target,28232.78,INR,28-01-2024,SBI,Other,Other,Defaulted to Other because the label was not certain.,INR 28232.78 spent via Net Banking to Target on 28-01-2024. Ref: 846882977702.
sms_seed_v1-train-0292,train,debit,BookMyShow,41108.29,USD,06/08/2023,HDFC,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,You made a $41108.29 transaction at BookMyShow on 06/08/2023. Available: $96242.65.
sms_seed_v1-train-0293,train,debit,Starbucks,10755.94,USD,21-12-2024,HDFC,Other,Food,Suggested from food-related merchant or message text.,$10755.94 withdrawn at Starbucks on 21-12-2024. Card ending in 9798. Balance: $51174.57.
sms_seed_v1-train-0294,train,debit,KFC,27796.66,INR,2023-03-15,SBI,Other,Food,Suggested from food-related merchant or message text.,Your A/c **5748 withdrawn Rs. 27796.66 on 2023-03-15 at KFC. Balance: Rs. 41133.53.
